,latitude,longitude,pm2.5,geometry
145,50.859096,4.379117,83.92945995892548,POINT (4.379117 50.859096)
179,50.839217,4.398015,63.758082660240504,POINT (4.398015 50.839217)
294,50.798344,4.419014,63.43851907803099,POINT (4.419014 50.798344)
265,50.867241,4.40287,51.34048874875654,POINT (4.40287 50.867241)
124,50.818283,4.363568,77.37922804819422,POINT (4.363568 50.818283)
40,50.833931,4.343155,82.6227027569056,POINT (4.343155 50.833931)
356,50.829715,4.455151,66.02005874405906,POINT (4.455151 50.829715)
211,50.816528,4.290832,79.44939296019618,POINT (4.290832 50.816528)
122,50.822207,4.389325,51.72281394501735,POINT (4.389325 50.822207)
239,50.8187714,4.350961,65.61203294151656,POINT (4.350961 50.8187714)
135,50.872744,4.376647,64.04970813566048,POINT (4.376647 50.872744)
67,50.83975,4.385426,66.33081090473682,POINT (4.385426 50.83975)
24,50.855268,4.358717,72.68129956136666,POINT (4.358717 50.855268)
121,50.823986,4.37379,54.79009457098553,POINT (4.37379 50.823986)
330,50.847546,4.450015,64.26413818478335,POINT (4.450015 50.847546)
353,50.815681,4.40812,63.73283482845387,POINT (4.40812 50.815681)
6,50.845333,4.356475,59.508145645971446,POINT (4.356475 50.845333)
161,50.872592,4.379886,84.80378815755965,POINT (4.379886 50.872592)
109,50.824048,4.359896,73.10963950377464,POINT (4.359896 50.824048)
271,50.851158,4.309591,74.18707646841544,POINT (4.309591 50.851158)
172,50.869764,4.388191,79.6803265889501,POINT (4.388191 50.869764)
263,50.872002,4.403286,84.87057827142888,POINT (4.403286 50.872002)
274,50.86002,4.307502,76.07435716022927,POINT (4.307502 50.86002)
278,50.894005,4.331902,58.59079387316859,POINT (4.331902 50.894005)
68,50.840282,4.380131,64.97644068824238,POINT (4.380131 50.840282)
125,50.817392,4.354105,85.2206495186687,POINT (4.354105 50.817392)
339,50.845365,4.41788,71.2382142446526,POINT (4.41788 50.845365)
90,50.867448,4.326807,69.61078766239766,POINT (4.326807 50.867448)
249,50.794186,4.366336,68.16970526951319,POINT (4.366336 50.794186)
332,50.845229,4.404311,67.82225155579351,POINT (4.404311 50.845229)
163,50.859112,4.39157,66.00725706979969,POINT (4.39157 50.859112)
127,50.832194,4.377694,78.6809960319559,POINT (4.377694 50.832194)
64,50.832749,4.331058,60.850266960206504,POINT (4.331058 50.832749)
74,50.831936,4.353037,54.8045949279863,POINT (4.353037 50.831936)
209,50.828602,4.299621,65.39486486397978,POINT (4.299621 50.828602)
194,50.885885,4.342003,61.88223550297194,POINT (4.342003 50.885885)
324,50.819641,4.412926,69.53650582359187,POINT (4.412926 50.819641)
241,50.803917,4.349116,71.0340983101552,POINT (4.349116 50.803917)
81,50.870259,4.343195,65.43741790238634,POINT (4.343195 50.870259)
268,50.862808,4.410791,83.64989081409617,POINT (4.410791 50.862808)
205,50.835503,4.299573,74.76901782280123,POINT (4.299573 50.835503)
319,50.885197,4.317648,65.69897554386704,POINT (4.317648 50.885197)
221,50.821846,4.284394,58.18714159246599,POINT (4.284394 50.821846)
293,50.810528,4.40231,72.92995194932169,POINT (4.40231 50.810528)
313,50.814958,4.416987,69.10200445547491,POINT (4.416987 50.814958)
128,50.832355,4.432358,60.90460669855099,POINT (4.432358 50.832355)
4,50.847976,4.343696,67.66307425978857,POINT (4.343696 50.847976)
304,50.893497,4.363297,64.54884764363432,POINT (4.363297 50.893497)
343,50.861788,4.292913,75.99187929209639,POINT (4.292913 50.861788)
303,50.807903,4.392756,66.78064853028843,POINT (4.392756 50.807903)
32,50.850176,4.346384,92.97472073943982,POINT (4.346384 50.850176)
296,50.79528,4.40832,51.654147272160564,POINT (4.40832 50.79528)
157,50.863388,4.386222,75.13682116554077,POINT (4.386222 50.863388)
280,50.897522,4.334831,69.11422513991685,POINT (4.334831 50.897522)
53,50.837499,4.335947,47.99918170350857,POINT (4.335947 50.837499)
290,50.79158,4.332669,75.0498822877398,POINT (4.332669 50.79158)
323,50.855186,4.415246,77.85761649013466,POINT (4.415246 50.855186)
56,50.845817,4.383722,72.79520707538609,POINT (4.383722 50.845817)
201,50.842667,4.295939,80.10190400627042,POINT (4.295939 50.842667)
149,50.856208,4.403386,71.73840177878219,POINT (4.403386 50.856208)
196,50.846874,4.29817,63.06057387687467,POINT (4.29817 50.846874)
43,50.845256,4.374501,69.71494050350451,POINT (4.374501 50.845256)
108,50.828012,4.371756,62.91605702443395,POINT (4.371756 50.828012)
286,50.80814,4.336901,73.6657901246337,POINT (4.336901 50.80814)
130,50.820244,4.430081,62.95873557196412,POINT (4.430081 50.820244)
325,50.821735,4.405622,72.09761657683076,POINT (4.405622 50.821735)
106,50.830012,4.378625,68.69134831272179,POINT (4.378625 50.830012)
65,50.829985,4.344557,78.92331992464229,POINT (4.344557 50.829985)
231,50.805801,4.3194,77.82926294570264,POINT (4.3194 50.805801)
250,50.80534,4.372123,67.22483317096025,POINT (4.372123 50.80534)
342,50.864761,4.294429,59.560121934580735,POINT (4.294429 50.864761)
168,50.866379,4.303281,56.742388737488675,POINT (4.303281 50.866379)
13,50.840184,4.341324,108.92684201261159,POINT (4.341324 50.840184)
7,50.846319,4.362244,78.621374907002,POINT (4.362244 50.846319)
272,50.850845,4.299659,82.0680810661301,POINT (4.299659 50.850845)
41,50.859302,4.35485,59.65203055890173,POINT (4.35485 50.859302)
57,50.849761,4.369356,83.72115981055813,POINT (4.369356 50.849761)
46,50.843556,4.355006,78.59757278803589,POINT (4.355006 50.843556)
49,50.8615,4.351143,62.09031019410672,POINT (4.351143 50.8615)
171,50.854789,4.312201,53.86074329251397,POINT (4.312201 50.854789)
3,50.853203,4.341823,64.14773296148358,POINT (4.341823 50.853203)
114,50.820391,4.385358,57.45813859140506,POINT (4.385358 50.820391)
314,50.812325,4.427962,74.69311360794364,POINT (4.427962 50.812325)
307,50.881889,4.347448,69.85944071343386,POINT (4.347448 50.881889)
289,50.801594,4.340061,72.79712798109077,POINT (4.340061 50.801594)
75,50.825888,4.340388,68.24545368758645,POINT (4.340388 50.825888)
115,50.817775,4.384971,76.11891082785489,POINT (4.384971 50.817775)
158,50.867955,4.379577,76.44074514898601,POINT (4.379577 50.867955)
94,50.849215,4.329184,78.35178934372546,POINT (4.329184 50.849215)
54,50.863445,4.34635,80.31409067594225,POINT (4.34635 50.863445)
70,50.818113,4.371446,62.89508511870348,POINT (4.371446 50.818113)
45,50.83308,4.35743,74.54051103994789,POINT (4.35743 50.83308)
136,50.869809,4.371808,59.96028525945532,POINT (4.371808 50.869809)
285,50.813469,4.338951,68.76696882786077,POINT (4.338951 50.813469)
104,50.833304,4.366611,80.36885499898561,POINT (4.366611 50.833304)
270,50.859127,4.414406,75.60606585881443,POINT (4.414406 50.859127)
267,50.86171,4.403147,84.50290322068369,POINT (4.403147 50.86171)
348,50.831078,4.398546,81.00039270151397,POINT (4.398546 50.831078)
144,50.85778,4.368144,78.67727911692718,POINT (4.368144 50.85778)
229,50.813587,4.324681,70.10050638677517,POINT (4.324681 50.813587)
312,50.816948,4.426551,89.06586728220012,POINT (4.426551 50.816948)
340,50.843617,4.425324,68.95381258351651,POINT (4.425324 50.843617)
63,50.834705,4.421643,59.919170973072596,POINT (4.421643 50.834705)
292,50.797739,4.336083,92.35208809789373,POINT (4.336083 50.797739)
156,50.847158,4.393255,57.03459437050212,POINT (4.393255 50.847158)
284,50.873085,4.35859,75.71722329568573,POINT (4.35859 50.873085)
51,50.835699,4.338826,68.45215934332786,POINT (4.338826 50.835699)
309,50.87521,4.317954,73.93459195559778,POINT (4.317954 50.87521)
175,50.854166,4.322948,72.54274299099029,POINT (4.322948 50.854166)
50,50.860862,4.339182,67.33900098963059,POINT (4.339182 50.860862)
347,50.81482,4.26534,66.82221556125522,POINT (4.26534 50.81482)
164,50.867643,4.385817,58.22282554559493,POINT (4.385817 50.867643)
206,50.834755,4.305962,69.16576751580682,POINT (4.305962 50.834755)
14,50.839024,4.362168,65.45502536618876,POINT (4.362168 50.839024)
190,50.867904,4.390696,53.25890794907159,POINT (4.390696 50.867904)
210,50.827873,4.288707,72.6815982300076,POINT (4.288707 50.827873)
287,50.809334,4.345243,71.6857905391973,POINT (4.345243 50.809334)
118,50.864622,4.297878,68.13755107598944,POINT (4.297878 50.864622)
140,50.862704,4.381289,88.1033212456922,POINT (4.381289 50.862704)
87,50.871391,4.323914,72.25327781015719,POINT (4.323914 50.871391)
315,50.810322,4.435789,60.52861920185013,POINT (4.435789 50.810322)
322,50.889523,4.315953,81.41922819662624,POINT (4.315953 50.889523)
44,50.841707,4.370986,77.00003959813847,POINT (4.370986 50.841707)
82,50.873012,4.341687,81.37507822394251,POINT (4.341687 50.873012)
202,50.839554,4.312311,63.435146632826786,POINT (4.312311 50.839554)
212,50.827106,4.2925,69.87449723127658,POINT (4.2925 50.827106)
123,50.817507,4.366498,66.72650987945099,POINT (4.366498 50.817507)
351,50.813724,4.384205,79.9291602270544,POINT (4.384205 50.813724)
195,50.8377,4.288726,62.77229475635464,POINT (4.288726 50.8377)
338,50.851073,4.452706,52.15384311779541,POINT (4.452706 50.851073)
217,50.824913,4.297248,84.62167253751119,POINT (4.297248 50.824913)
170,50.87453,4.385378,71.07587978256166,POINT (4.385378 50.87453)
187,50.826603,4.397117,69.5430619247627,POINT (4.397117 50.826603)
232,50.810875,4.329158,71.08689269576796,POINT (4.329158 50.810875)
142,50.857319,4.386724,61.928363895177284,POINT (4.386724 50.857319)
248,50.795704,4.373631,74.11829328657741,POINT (4.373631 50.795704)
192,50.851562,4.332924,84.41572567266229,POINT (4.332924 50.851562)
300,50.801434,4.392831,67.45633773409983,POINT (4.392831 50.801434)
112,50.821567,4.356508,67.35593684436824,POINT (4.356508 50.821567)
283,50.893158,4.376931,74.35246541142219,POINT (4.376931 50.893158)
204,50.837326,4.293932,70.59641827759468,POINT (4.293932 50.837326)
208,50.832565,4.294311,63.065736349350175,POINT (4.294311 50.832565)
100,50.838411,4.37302,60.364565244942796,POINT (4.37302 50.838411)
37,50.83795,4.353019,67.25168306633064,POINT (4.353019 50.83795)
71,50.815019,4.371982,71.78058406633467,POINT (4.371982 50.815019)
120,50.832872,4.37483,63.03493961451362,POINT (4.37483 50.832872)
331,50.842319,4.406295,51.770615312693494,POINT (4.406295 50.842319)
185,50.835797,4.401599,71.24171093286428,POINT (4.401599 50.835797)
334,50.855593,4.439625,63.215624753168605,POINT (4.439625 50.855593)
214,50.816002,4.295121,77.86648593361443,POINT (4.295121 50.816002)
101,50.869204,4.291663,66.71405944470466,POINT (4.291663 50.869204)
59,50.849681,4.375312,67.73943393205231,POINT (4.375312 50.849681)
17,50.855358,4.339465,81.08114872611753,POINT (4.339465 50.855358)
242,50.803791,4.333321,74.87576333191059,POINT (4.333321 50.803791)
173,50.864656,4.394448,76.98793463062447,POINT (4.394448 50.864656)
165,50.879668,4.33425,58.234670670424585,POINT (4.33425 50.879668)
215,50.836864,4.317321,66.07576615197665,POINT (4.317321 50.836864)
360,50.84157,4.46577,68.5721555657082,POINT (4.46577 50.84157)
352,50.814264,4.443479,81.56894788448892,POINT (4.443479 50.814264)
160,50.877501,4.380315,54.54050660000555,POINT (4.380315 50.877501)
132,50.816338,4.433895,70.24628568663402,POINT (4.433895 50.816338)
222,50.817162,4.280012,64.4636217668078,POINT (4.280012 50.817162)
77,50.827399,4.355281,65.2721505474339,POINT (4.355281 50.827399)
91,50.867773,4.335217,85.77409953700207,POINT (4.335217 50.867773)
10,50.841345,4.351729,64.41836625443231,POINT (4.351729 50.841345)
364,50.880887,4.374248,63.63206363188446,POINT (4.374248 50.880887)
72,50.812489,4.379203,90.02748935662754,POINT (4.379203 50.812489)
207,50.833424,4.313378,75.47545000178839,POINT (4.313378 50.833424)
297,50.804455,4.426369,77.87762637062711,POINT (4.426369 50.804455)
298,50.877037,4.300847,87.59862024513508,POINT (4.300847 50.877037)
96,50.863875,4.358708,97.91496659975857,POINT (4.358708 50.863875)
113,50.820042,4.374785,88.49901767871516,POINT (4.374785 50.820042)
235,50.810085,4.324864,83.19070137732626,POINT (4.324864 50.810085)
36,50.845124,4.351486,72.65135306191551,POINT (4.351486 50.845124)
240,50.81418,4.347721,71.65694770368863,POINT (4.347721 50.81418)
281,50.895485,4.341311,85.6563527880875,POINT (4.341311 50.895485)
228,50.816525,4.336212,70.40218539342362,POINT (4.336212 50.816525)
253,50.872475,4.314266,74.71789321718514,POINT (4.314266 50.872475)
245,50.798988,4.375581,69.01560774203702,POINT (4.375581 50.798988)
333,50.856582,4.430988,91.17084169925315,POINT (4.430988 50.856582)
95,50.87808,4.34793,94.71102839955692,POINT (4.34793 50.87808)
256,50.874767,4.308977,82.13939914922055,POINT (4.308977 50.874767)
224,50.824352,4.334465,87.55782731275437,POINT (4.334465 50.824352)
16,50.835968,4.355508,70.22368054265043,POINT (4.355508 50.835968)
2,50.836151,4.326019,70.76558973255631,POINT (4.326019 50.836151)
305,50.895592,4.387965,82.73149780223281,POINT (4.387965 50.895592)
98,50.85904,4.312402,74.69747644697169,POINT (4.312402 50.85904)
166,50.876205,4.337137,85.99241076638559,POINT (4.337137 50.876205)
39,50.834237,4.350732,85.79844813096527,POINT (4.350732 50.834237)
88,50.873354,4.334311,58.898532786981086,POINT (4.334311 50.873354)
258,50.862152,4.323353,60.44203315407199,POINT (4.323353 50.862152)
193,50.848866,4.320628,74.12500845543678,POINT (4.320628 50.848866)
233,50.813858,4.330992,95.47778137919995,POINT (4.330992 50.813858)
141,50.860652,4.358116,68.0173420072732,POINT (4.358116 50.860652)
203,50.84045,4.305055,86.35737571151327,POINT (4.305055 50.84045)
48,50.849358,4.363589,74.71317118710577,POINT (4.363589 50.849358)
327,50.874082,4.362205,83.84116167134287,POINT (4.362205 50.874082)
103,50.834792,4.364115,71.36232371705107,POINT (4.364115 50.834792)
30,50.853666,4.351771,97.27466411937776,POINT (4.351771 50.853666)
169,50.877125,4.387515,80.21691451511907,POINT (4.387515 50.877125)
84,50.85896,4.330107,59.45762463502567,POINT (4.330107 50.85896)
259,50.859608,4.33409,89.58246379347788,POINT (4.33409 50.859608)
62,50.84177,4.38418,72.35464509211201,POINT (4.38418 50.84177)
275,50.896278,4.372427,87.81098397497499,POINT (4.372427 50.896278)
174,50.853947,4.31635,83.70889582732357,POINT (4.31635 50.853947)
354,50.821557,4.402288,68.32643663152301,POINT (4.402288 50.821557)
69,50.827577,4.363797,60.30031179534622,POINT (4.363797 50.827577)
60,50.856714,4.362106,89.53523741857308,POINT (4.362106 50.856714)
310,50.88058,4.401674,78.89677784271593,POINT (4.401674 50.88058)
261,50.86879,4.399587,81.68317862837908,POINT (4.399587 50.86879)
277,50.881588,4.373817,81.16025162196077,POINT (4.373817 50.881588)
326,50.809406,4.443777,83.49809092544464,POINT (4.443777 50.809406)
97,50.858058,4.318689,65.50517424002236,POINT (4.318689 50.858058)
26,50.839413,4.328914,55.11475730337122,POINT (4.328914 50.839413)
243,50.811752,4.353424,63.49444786817157,POINT (4.353424 50.811752)
320,50.887001,4.310701,85.39872314265224,POINT (4.310701 50.887001)
177,50.849409,4.389263,88.8290923039377,POINT (4.389263 50.849409)
184,50.831592,4.385786,61.055067770974794,POINT (4.385786 50.831592)
52,50.859212,4.34551,84.891088978793,POINT (4.34551 50.859212)
47,50.854714,4.347151,85.7532562122499,POINT (4.347151 50.854714)
143,50.857218,4.407879,65.8148127306598,POINT (4.407879 50.857218)
167,50.869032,4.309731,80.44400724657763,POINT (4.309731 50.869032)
137,50.86661,4.373102,87.64703179241152,POINT (4.373102 50.86661)
226,50.819939,4.325277,89.95577269310455,POINT (4.325277 50.819939)
146,50.859243,4.401022,86.10950991085213,POINT (4.401022 50.859243)
76,50.825749,4.345165,74.00543537202391,POINT (4.345165 50.825749)
85,50.8572655241,4.33236837869,70.5962869556792,POINT (4.33236837869 50.8572655241)
350,50.848184,4.425621,71.7021868898497,POINT (4.425621 50.848184)
21,50.851919,4.352776,70.11965770168742,POINT (4.352776 50.851919)
34,50.84563,4.346942,81.43456495103881,POINT (4.346942 50.84563)
260,50.86702,4.406995,61.783008112310696,POINT (4.406995 50.86702)
139,50.863872,4.366741,84.87098688152064,POINT (4.366741 50.863872)
29,50.856584,4.352877,63.60578439334788,POINT (4.352877 50.856584)
73,50.823898,4.367752,78.97827342348279,POINT (4.367752 50.823898)
220,50.825706,4.288377,64.81590011557805,POINT (4.288377 50.825706)
223,50.824055,4.326376,83.67435691144624,POINT (4.326376 50.824055)
349,50.833444,4.334857,75.81699510965761,POINT (4.334857 50.833444)
152,50.852389,4.387373,85.41699842596947,POINT (4.387373 50.852389)
237,50.827972,4.330705,63.11505191254078,POINT (4.330705 50.827972)
191,50.853973,4.38374,69.8685780681271,POINT (4.38374 50.853973)
216,50.828873,4.303918,97.86344871457808,POINT (4.303918 50.828873)
23,50.846331,4.355193,71.71715942160488,POINT (4.355193 50.846331)
321,50.884251,4.330287,81.54838592261203,POINT (4.330287 50.884251)
246,50.796471,4.328415,74.84678382835801,POINT (4.328415 50.796471)
230,50.818382,4.346061,85.36780054187604,POINT (4.346061 50.818382)
189,50.836924,4.389073,84.87423322753261,POINT (4.389073 50.836924)
55,50.853248,4.366188,96.99973114997348,POINT (4.366188 50.853248)
311,50.818456,4.40349,80.23271497135848,POINT (4.40349 50.818456)
133,50.866795,4.3092224,68.50891524665576,POINT (4.3092224 50.866795)
282,50.890522,4.345112,90.58098934642788,POINT (4.345112 50.890522)
134,50.862652,4.316644,67.792544220291,POINT (4.316644 50.862652)
33,50.848701,4.356055,64.64996272821921,POINT (4.356055 50.848701)
252,50.802563,4.315701,81.18467219817323,POINT (4.315701 50.802563)
238,50.820278,4.330802,87.52740663413282,POINT (4.330802 50.820278)
79,50.84413,4.374871,59.42163636953344,POINT (4.374871 50.84413)
236,50.812328,4.318885,85.06814198147198,POINT (4.318885 50.812328)
318,50.880539,4.32823,79.31501860072902,POINT (4.32823 50.880539)
329,50.847617,4.436084,88.03841509610297,POINT (4.436084 50.847617)
308,50.872265,4.352158,92.82976893553469,POINT (4.352158 50.872265)
328,50.849988,4.417064,90.66829951295286,POINT (4.417064 50.849988)
346,50.81591,4.2737,56.837543169990376,POINT (4.2737 50.81591)
335,50.854231,4.444034,98.23070187933055,POINT (4.444034 50.854231)
110,50.826992,4.382379,78.39665193586582,POINT (4.382379 50.826992)
5,50.848893,4.349396,62.451021830113575,POINT (4.349396 50.848893)
234,50.809799,4.317546,97.70012051066092,POINT (4.317546 50.809799)
197,50.848255,4.314854,77.0764062465729,POINT (4.314854 50.848255)
22,50.855969,4.355657,76.72220064492402,POINT (4.355657 50.855969)
151,50.853518,4.392491,72.15144645757856,POINT (4.392491 50.853518)
291,50.804661,4.327886,89.10844557735857,POINT (4.327886 50.804661)
219,50.829491,4.286006,84.20337016816363,POINT (4.286006 50.829491)
78,50.823699,4.351623,92.85324514924632,POINT (4.351623 50.823699)
254,50.867393,4.320344,90.30624548457658,POINT (4.320344 50.867393)
336,50.848578,4.459038,75.18542620852494,POINT (4.459038 50.848578)
102,50.83579,4.375782,99.31279664149558,POINT (4.375782 50.83579)
279,50.890181,4.336962,80.29648765152157,POINT (4.336962 50.890181)
117,50.816029,4.391006,65.49777448531071,POINT (4.391006 50.816029)
188,50.857235,4.324354,78.87407038407727,POINT (4.324354 50.857235)
362,50.872501,4.290218,86.35703618191428,POINT (4.290218 50.872501)
200,50.843967,4.313537,71.17952921281919,POINT (4.313537 50.843967)
199,50.843693,4.304986,78.42970586457609,POINT (4.304986 50.843693)
83,50.86284,4.33126,71.57474829927978,POINT (4.33126 50.86284)
344,50.830179,4.337958,84.88628214084135,POINT (4.337958 50.830179)
255,50.868011,4.313968,93.03862566861045,POINT (4.313968 50.868011)
358,50.82708,4.444795,89.22735204051355,POINT (4.444795 50.82708)
301,50.806271,4.387673,58.801354556830205,POINT (4.387673 50.806271)
148,50.855629,4.394807,69.75142980588912,POINT (4.394807 50.855629)
80,50.814852,4.376794,92.68675212581088,POINT (4.376794 50.814852)
31,50.850303,4.360706,67.97048939625817,POINT (4.360706 50.850303)
19,50.827955,4.347791,85.88821299878293,POINT (4.347791 50.827955)
107,50.827652,4.359031,77.71724859897037,POINT (4.359031 50.827652)
86,50.876195,4.324477,85.24873849041086,POINT (4.324477 50.876195)
269,50.860859,4.421375,68.54808823376459,POINT (4.421375 50.860859)
28,50.842005,4.3305,91.82469912689281,POINT (4.3305 50.842005)
99,50.864992,4.338431,86.77654873270563,POINT (4.338431 50.864992)
213,50.821018,4.293865,93.18867121615902,POINT (4.293865 50.821018)
266,50.877552,4.409136,72.31085220084036,POINT (4.409136 50.877552)
288,50.802711,4.358842,61.15340712673661,POINT (4.358842 50.802711)
147,50.861874,4.372146,83.5816126361963,POINT (4.372146 50.861874)
345,50.802675,4.412073,77.97960535060189,POINT (4.412073 50.802675)
119,50.82559,4.379555,63.86044926036855,POINT (4.379555 50.82559)
317,50.819546,4.421198,87.78030846333648,POINT (4.421198 50.819546)
89,50.8711927451,4.32992476564,82.29590001604544,POINT (4.32992476564 50.8711927451)
225,50.821117,4.342008,70.47309219359761,POINT (4.342008 50.821117)
247,50.79586,4.32058,70.5007258445548,POINT (4.32058 50.79586)
131,50.81329,4.434751,72.7899556700828,POINT (4.434751 50.81329)
58,50.859181,4.35942,74.30442462002225,POINT (4.35942 50.859181)
355,50.837714,4.369117,72.44424939392637,POINT (4.369117 50.837714)
66,50.843359,4.379946,91.33885785467368,POINT (4.379946 50.843359)
264,50.870983,4.397506,77.90888271172996,POINT (4.397506 50.870983)
182,50.83168,4.404769,79.92673294987931,POINT (4.404769 50.83168)
93,50.85062,4.381152,75.53667440671325,POINT (4.381152 50.85062)
116,50.818253,4.395749,73.81094751985839,POINT (4.395749 50.818253)
9,50.844045,4.345048,95.78850134750074,POINT (4.345048 50.844045)
138,50.865218,4.377735,76.14670027938111,POINT (4.377735 50.865218)
218,50.845928,4.323812,82.75431550448701,POINT (4.323812 50.845928)
244,50.81218,4.368321,91.79959073886081,POINT (4.368321 50.81218)
159,50.869297,4.36257,78.91822940607403,POINT (4.36257 50.869297)
186,50.861783,4.302607,73.32955867957737,POINT (4.302607 50.861783)
27,50.838733,4.32176,76.13158939971882,POINT (4.32176 50.838733)
150,50.854654,4.398451,83.67979657029946,POINT (4.398451 50.854654)
181,50.835723,4.394395,77.57777137319852,POINT (4.394395 50.835723)
273,50.854824,4.306209,81.97139637150518,POINT (4.306209 50.854824)
126,50.837288,4.43462,91.64370883186356,POINT (4.43462 50.837288)
198,50.847649,4.307714,71.36670390151656,POINT (4.307714 50.847649)
61,50.843836,4.378002,61.16177997679811,POINT (4.378002 50.843836)
8,50.845683,4.368582,97.72891816556418,POINT (4.368582 50.845683)
153,50.854128,4.378002,75.62867967889127,POINT (4.378002 50.854128)
262,50.87693,4.400722,71.64867929924057,POINT (4.400722 50.87693)
154,50.851241,4.396386,79.73161527615737,POINT (4.396386 50.851241)
295,50.793682,4.418497,73.47713653753226,POINT (4.418497 50.793682)
306,50.889603,4.373967,66.27731873693098,POINT (4.373967 50.889603)
359,50.867708,4.357532,71.97456845824016,POINT (4.357532 50.867708)
299,50.80941,4.386541,85.04429234451865,POINT (4.386541 50.80941)
38,50.837912,4.347421,95.53392102091786,POINT (4.347421 50.837912)
11,50.8405,4.356878,92.83425299814488,POINT (4.356878 50.8405)
176,50.852356,4.408635,96.9352597026201,POINT (4.408635 50.852356)
1,50.836304,4.41505,71.91885192266743,POINT (4.41505 50.836304)
92,50.875826,4.329921,70.90692597616889,POINT (4.329921 50.875826)
15,50.837036,4.406826,74.35694033913876,POINT (4.406826 50.837036)
180,50.837726,4.381565,98.0127918762843,POINT (4.381565 50.837726)
105,50.829631,4.3692,87.04323345072767,POINT (4.3692 50.829631)
18,50.84771,4.377552,88.23957131846426,POINT (4.377552 50.84771)
357,50.834634,4.456746,110.72218299939931,POINT (4.456746 50.834634)
257,50.872169,4.298216,58.8512919869919,POINT (4.298216 50.872169)
111,50.827831,4.431822,81.98324317928835,POINT (4.431822 50.827831)
20,50.843613,4.360628,80.8298552973136,POINT (4.360628 50.843613)
251,50.800377,4.326985,76.238013734397,POINT (4.326985 50.800377)
183,50.829928,4.390357,84.69490065643161,POINT (4.390357 50.829928)
145,50.859096,4.379117,78.04815164515287,POINT (4.379117 50.859096)
179,50.839217,4.398015,79.41404243911718,POINT (4.398015 50.839217)
294,50.798344,4.419014,72.00171976237048,POINT (4.419014 50.798344)
265,50.867241,4.40287,84.26795316908962,POINT (4.40287 50.867241)
124,50.818283,4.363568,74.17282822507013,POINT (4.363568 50.818283)
40,50.833931,4.343155,92.25019399500985,POINT (4.343155 50.833931)
356,50.829715,4.455151,88.33543265680031,POINT (4.455151 50.829715)
211,50.816528,4.290832,92.85135152889687,POINT (4.290832 50.816528)
122,50.822207,4.389325,79.00996793171595,POINT (4.389325 50.822207)
239,50.8187714,4.350961,80.56658657105301,POINT (4.350961 50.8187714)
135,50.872744,4.376647,72.49138152135161,POINT (4.376647 50.872744)
67,50.83975,4.385426,62.068324426758196,POINT (4.385426 50.83975)
24,50.855268,4.358717,99.1485936126495,POINT (4.358717 50.855268)
121,50.823986,4.37379,79.58345061763164,POINT (4.37379 50.823986)
330,50.847546,4.450015,80.71944803094253,POINT (4.450015 50.847546)
353,50.815681,4.40812,67.70635014754068,POINT (4.40812 50.815681)
6,50.845333,4.356475,62.975278416135026,POINT (4.356475 50.845333)
161,50.872592,4.379886,66.84165631959556,POINT (4.379886 50.872592)
109,50.824048,4.359896,68.82564696237644,POINT (4.359896 50.824048)
271,50.851158,4.309591,91.09686021521755,POINT (4.309591 50.851158)
172,50.869764,4.388191,100.28316948049381,POINT (4.388191 50.869764)
263,50.872002,4.403286,74.52762772168816,POINT (4.403286 50.872002)
274,50.86002,4.307502,94.54772479324127,POINT (4.307502 50.86002)
278,50.894005,4.331902,79.38735127574058,POINT (4.331902 50.894005)
68,50.840282,4.380131,85.28657058939513,POINT (4.380131 50.840282)
125,50.817392,4.354105,80.50108254317928,POINT (4.354105 50.817392)
339,50.845365,4.41788,89.23594151501864,POINT (4.41788 50.845365)
90,50.867448,4.326807,65.81035201540949,POINT (4.326807 50.867448)
249,50.794186,4.366336,80.45049725186591,POINT (4.366336 50.794186)
332,50.845229,4.404311,95.55189663150703,POINT (4.404311 50.845229)
163,50.859112,4.39157,77.17723598900736,POINT (4.39157 50.859112)
127,50.832194,4.377694,89.94467120378683,POINT (4.377694 50.832194)
64,50.832749,4.331058,78.7995857698714,POINT (4.331058 50.832749)
74,50.831936,4.353037,84.55726080152381,POINT (4.353037 50.831936)
209,50.828602,4.299621,84.0675702180443,POINT (4.299621 50.828602)
194,50.885885,4.342003,92.45098603980092,POINT (4.342003 50.885885)
324,50.819641,4.412926,78.66567295271837,POINT (4.412926 50.819641)
241,50.803917,4.349116,67.38798104233453,POINT (4.349116 50.803917)
81,50.870259,4.343195,72.08407775537307,POINT (4.343195 50.870259)
268,50.862808,4.410791,60.85260506807462,POINT (4.410791 50.862808)
205,50.835503,4.299573,75.50301050107579,POINT (4.299573 50.835503)
319,50.885197,4.317648,63.916128992854624,POINT (4.317648 50.885197)
221,50.821846,4.284394,87.93070461206787,POINT (4.284394 50.821846)
293,50.810528,4.40231,83.43499433191579,POINT (4.40231 50.810528)
313,50.814958,4.416987,67.72508424282861,POINT (4.416987 50.814958)
128,50.832355,4.432358,72.6888782565279,POINT (4.432358 50.832355)
4,50.847976,4.343696,79.46716895232161,POINT (4.343696 50.847976)
304,50.893497,4.363297,85.53655932798596,POINT (4.363297 50.893497)
343,50.861788,4.292913,62.11051517925645,POINT (4.292913 50.861788)
303,50.807903,4.392756,82.26594860054438,POINT (4.392756 50.807903)
